userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
81303: (480,2.8849425315856934) (260,2.8293919563293457) (1196,2.8073318004608154) (2571,2.7987277507781982) (589,2.768075704574585) (1580,2.7548933029174805) (2858,2.7251315116882324) (2916,2.723999500274658) (1270,2.645941734313965) (2762,2.597365379333496) (1197,2.546630620956421) (2716,2.54166841506958) (1240,2.5367379188537598) (3578,2.510267972946167) (1097,2.4874320030212402) (1127,2.4589591026306152) (593,2.453030586242676) (1214,2.4510841369628906) (457,2.4202146530151367) (1200,2.4144790172576904)
79438: (2858,2.3689427375793457) (608,2.3340003490448) (1196,2.2949233055114746) (260,2.26544189453125) (593,2.1988964080810547) (1617,2.179994583129883) (1210,2.159409523010254) (296,2.133284330368042) (1198,2.1259875297546387) (527,2.1253533363342285) (318,2.1251964569091797) (858,2.1232590675354004) (1270,2.0886390209198) (2762,2.070382595062256) (541,2.045971632003784) (1097,2.040572166442871) (1193,2.037095546722412) (50,2.0044922828674316) (589,2.0008888244628906) (2028,1.9962286949157715)
84526: (1196,2.395559310913086) (260,2.380772590637207) (1210,2.3268537521362305) (480,2.224792242050171) (1270,2.2128171920776367) (593,2.2064507007598877) (1198,2.1877036094665527) (2762,2.1861894130706787) (1197,2.1733391284942627) (2028,2.138409376144409) (1097,2.1267013549804688) (2396,2.113551139831543) (1580,2.106936454772949) (1617,2.1019532680511475)* (1265,2.096909284591675) (527,2.08846378326416) (356,2.086763381958008) (318,2.079596757888794) (858,2.0769200325012207) (2628,2.050663709640503)
82045: (608,1.966895341873169) (260,1.885859489440918) (593,1.8473800420761108) (1617,1.8418915271759033) (858,1.7931733131408691) (296,1.7916361093521118) (318,1.7891885042190552) (1210,1.7882393598556519) (1198,1.7758312225341797) (1193,1.7421379089355469) (1270,1.7344188690185547) (1197,1.7324645519256592) (1394,1.7254825830459595) (541,1.7253791093826294) (2762,1.7204077243804932) (1265,1.7127196788787842) (1097,1.7000211477279663) (50,1.6861602067947388) (1225,1.6785856485366821) (1304,1.6763012409210205)
82418: (1196,2.5394749641418457) (260,2.534740686416626) (2858,2.5268750190734863) (1210,2.4986252784729004)* (480,2.436436653137207) (2571,2.391949415206909) (589,2.3897039890289307) (1270,2.361557960510254) (2762,2.328888416290283)* (608,2.320066213607788) (1580,2.3125228881835938) (1197,2.306673049926758) (1198,2.305913209915161) (593,2.305177688598633) (110,2.286520481109619) (2628,2.273865222930908) (1097,2.2556817531585693) (2916,2.237481117248535) (356,2.2298355102539062) (296,2.2169342041015625)
83525: (1196,2.21774959564209) (608,2.2042198181152344) (260,2.1937384605407715) (1210,2.109163999557495) (593,2.098666191101074) (1617,2.055574893951416) (1198,2.0452044010162354) (296,2.0321462154388428) (1270,2.0280394554138184) (2396,2.016270160675049) (527,2.0156497955322266) (318,2.0118749141693115) (858,2.0116360187530518) (1197,2.010655641555786) (2762,2.00893497467041) (1097,1.9710369110107422) (589,1.9690215587615967) (1265,1.9675266742706299)* (2997,1.9594476222991943) (480,1.9492895603179932)
84537: (260,2.245661973953247)* (1210,2.237126350402832)* (1196,2.236898422241211) (480,2.231050491333008) (2858,2.1978797912597656) (2571,2.174391984939575) (589,2.1629576683044434) (1580,2.1262221336364746) (2628,2.1122851371765137) (2916,2.0813708305358887) (2762,2.0650088787078857) (110,2.0516536235809326) (2028,2.0477075576782227)* (1197,2.035367012023926) (1198,2.018993377685547) (593,1.9953882694244385) (1240,1.9896628856658936) (1097,1.988349199295044)* (2716,1.9881210327148438) (356,1.986175537109375)
80173: (608,1.2435319423675537) (1230,1.197279930114746) (2858,1.1959563493728638) (1252,1.168541669845581) (1617,1.1636629104614258) (912,1.156994104385376) (1094,1.154718041419983) (1193,1.1535924673080444) (1247,1.1529512405395508) (1225,1.1361052989959717) (593,1.1260278224945068) (1304,1.1218925714492798) (858,1.1191551685333252) (1196,1.1179566383361816) (1294,1.1168303489685059) (318,1.1139044761657715) (1394,1.1128160953521729) (527,1.110807180404663) (913,1.1082279682159424) (923,1.104211449623108)
83484: (2858,3.4121649265289307) (1196,3.379969596862793) (260,3.3567581176757812) (608,3.224186420440674) (593,3.1330833435058594) (480,3.1089389324188232) (589,3.092912197113037) (1198,3.0928924083709717) (2762,3.0837602615356445) (2571,3.0789289474487305) (1197,3.069300889968872)* (296,3.024092674255371) (2028,3.010349750518799) (2396,3.0029938220977783) (1097,3.002779960632324) (1617,3.00053071975708)* (110,2.98561954498291) (527,2.97021222114563) (1265,2.9687280654907227) (318,2.962817668914795)
84761: (2628,2.2859320640563965) (2571,2.2798702716827393)* (2858,2.1458675861358643) (1270,2.1228277683258057)* (110,2.1081600189208984) (2762,2.075648784637451) (780,2.0627341270446777) (1240,2.057887077331543)* (3578,2.0578219890594482) (1127,2.0243892669677734) (356,2.007772922515869) (1198,1.9904742240905762) (1097,1.9802173376083374)* (1214,1.9780428409576416) (377,1.973510503768921)* (1,1.9724286794662476) (1200,1.960562825202942) (1573,1.9582356214523315) (2699,1.9516394138336182) (648,1.9406174421310425)
83505: (2858,1.2254323959350586) (1196,1.1949446201324463) (608,1.1858007907867432) (1210,1.1457079648971558) (593,1.1379263401031494) (1617,1.1087217330932617) (1198,1.1073048114776611) (296,1.1003081798553467) (1270,1.0986442565917969) (2396,1.0952128171920776) (2762,1.0947175025939941) (1197,1.088873267173767) (858,1.0867512226104736) (318,1.085355520248413) (589,1.0742205381393433) (1265,1.0647509098052979) (1097,1.0640795230865479) (2571,1.063843011856079) (2997,1.0614900588989258) (2028,1.059845209121704)
83677: (608,1.9917734861373901) (2858,1.974170207977295) (1196,1.8851048946380615) (1617,1.8635510206222534) (260,1.8539206981658936) (318,1.8020570278167725)* (527,1.8006913661956787) (296,1.7915042638778687) (2396,1.7764723300933838) (1198,1.7613420486450195) (1394,1.7566609382629395) (1210,1.744580626487732) (1230,1.7442376613616943) (2997,1.7420414686203003) (541,1.7334589958190918) (1225,1.730757474899292) (1304,1.7238317728042603) (1094,1.706827163696289) (1197,1.7063345909118652) (34,1.703387975692749)
84891: (260,3.000802516937256) (480,2.9970285892486572) (1210,2.9961562156677246) (1196,2.9880380630493164) (2571,2.9200053215026855) (1580,2.8570878505706787) (2628,2.8451316356658936) (1270,2.8037548065185547) (2916,2.8035354614257812) (110,2.746385097503662) (2028,2.7367825508117676) (1197,2.712770700454712) (1198,2.6912331581115723) (2716,2.6607017517089844) (1097,2.650080680847168) (356,2.6498374938964844) (593,2.6493022441864014) (608,2.598374843597412) (1,2.591615676879883) (1214,2.585609197616577)
81404: (1196,2.735017776489258) (260,2.7191643714904785) (1210,2.655275583267212) (608,2.5869789123535156) (480,2.537092924118042)* (589,2.516505479812622) (2571,2.5079293251037598) (1198,2.4990973472595215) (1197,2.4844374656677246) (2028,2.4419851303100586) (296,2.4353320598602295) (1097,2.4301095008850098) (110,2.425201416015625) (2396,2.4186344146728516)* (1617,2.4064974784851074) (1580,2.402369260787964) (1265,2.395704984664917) (527,2.38637113571167) (356,2.3840813636779785) (858,2.380216360092163)
83427: (1270,3.1974668502807617) (2762,3.155954599380493)* (1197,3.1355504989624023) (2028,3.0894641876220703) (1580,3.059047222137451) (1265,3.0185799598693848) (2628,2.983194351196289) (1,2.9323854446411133) (2716,2.926701545715332) (2997,2.9237799644470215) (541,2.8728115558624268) (1259,2.8558425903320312) (50,2.8468871116638184) (3578,2.8122191429138184) (2987,2.8008992671966553) (1200,2.7970173358917236)* (34,2.760181188583374) (924,2.749788761138916) (1394,2.7438840866088867) (1127,2.713069200515747)
79418: (260,3.1603493690490723) (1196,3.1537389755249023) (1210,3.1483635902404785) (2858,3.099487781524658) (2571,3.0569663047790527) (589,3.034764289855957) (1580,2.9807300567626953) (2628,2.9630775451660156) (1270,2.9464430809020996) (2916,2.9156181812286377) (2762,2.9035463333129883) (110,2.880958080291748) (2028,2.872828960418701) (1197,2.857792854309082) (1198,2.8405086994171143)* (593,2.8019466400146484) (1097,2.7938363552093506) (1240,2.788773775100708) (356,2.7851603031158447) (2716,2.7825751304626465)
82160: (2858,2.1342644691467285) (608,2.1052658557891846) (260,2.0411977767944336) (593,1.9840214252471924) (1210,1.9449808597564697) (296,1.9228787422180176) (858,1.9170970916748047) (1198,1.9162524938583374)* (318,1.9160575866699219) (527,1.915846586227417) (2396,1.9090670347213745) (1270,1.880713701248169) (1197,1.873840570449829) (2762,1.865598440170288) (2997,1.8590898513793945) (1265,1.845259666442871) (1193,1.842411756515503) (1097,1.8379631042480469) (1394,1.8355575799942017) (50,1.808363914489746)
85274: (1196,2.0002803802490234) (1617,1.98589289188385) (858,1.9242348670959473) (527,1.9134833812713623)* (1193,1.9054265022277832) (1198,1.873234510421753) (1394,1.8726511001586914) (912,1.861494541168213) (1210,1.8543565273284912) (1225,1.8486192226409912) (541,1.8480867147445679) (1304,1.8401947021484375) (1197,1.8189551830291748) (1221,1.8125569820404053) (1265,1.8118975162506104)* (1270,1.8109078407287598) (50,1.8056659698486328) (1307,1.8011906147003174) (1247,1.7996498346328735) (1259,1.7822498083114624)
80418: (1210,2.2990756034851074)* (608,2.2730159759521484) (593,2.21085786819458) (1270,2.1952598094940186) (480,2.1854629516601562) (589,2.17543888092041) (2571,2.162424087524414) (1197,2.161759853363037) (296,2.134523868560791) (1617,2.120950698852539) (2396,2.119817018508911) (2028,2.1197285652160645) (1097,2.1163768768310547) (110,2.101950168609619) (1265,2.0930705070495605) (858,2.0916311740875244) (318,2.0911152362823486) (1580,2.0670554637908936) (2997,2.0470714569091797) (1240,2.0180342197418213)
83131: (1196,3.393455982208252) (260,3.3724448680877686) (1210,3.3052215576171875) (480,3.173443078994751) (589,3.1364645957946777) (1270,3.1349759101867676) (2571,3.132093906402588) (593,3.1082849502563477) (2762,3.0993118286132812) (1198,3.090853691101074) (1197,3.077019691467285) (110,3.0163402557373047) (1097,3.0082569122314453)* (1580,3.0060958862304688) (296,2.9972081184387207) (1265,2.9610540866851807)* (356,2.9570040702819824)* (1617,2.9482061862945557) (2628,2.9345221519470215) (858,2.9168312549591064)
84724: (2858,2.796298027038574)* (1196,2.782877206802368) (260,2.7672622203826904) (1210,2.706742763519287) (480,2.5913565158843994) (589,2.5666069984436035) (2571,2.5595617294311523) (1197,2.526803970336914)* (2028,2.4862349033355713) (110,2.4713802337646484) (1580,2.454777956008911) (2396,2.4509425163269043) (1265,2.4356021881103516) (1617,2.4345176219940186) (356,2.4262049198150635) (527,2.419778823852539) (858,2.4082388877868652) (1240,2.3780298233032227) (2997,2.3628857135772705) (1,2.3621573448181152)
85062: (480,2.909163475036621) (2858,2.8784260749816895) (589,2.8241238594055176) (1580,2.770761013031006) (2628,2.750018358230591)* (1270,2.7448744773864746) (2028,2.67417049407959)* (593,2.6109604835510254) (1097,2.5999674797058105) (356,2.593203067779541) (2716,2.5930535793304443) (608,2.5748438835144043) (1,2.5345730781555176) (1265,2.519256114959717) (296,2.5031380653381348) (2396,2.4836363792419434) (1127,2.47011137008667) (780,2.4339523315429688) (527,2.412926435470581) (318,2.395704746246338)
83573: (1196,3.306701898574829) (260,3.2982959747314453) (2858,3.291973114013672) (1210,3.2518677711486816) (480,3.165508270263672) (2571,3.110924005508423) (589,3.106168508529663) (1270,3.071478843688965) (608,3.0237443447113037) (1580,3.005955934524536) (1198,3.000709295272827) (593,2.9977598190307617) (2028,2.9791975021362305) (110,2.971633195877075) (2628,2.9548134803771973) (1097,2.931478977203369) (2916,2.9069087505340576) (356,2.898449182510376) (296,2.884356737136841) (1240,2.866497278213501)
83320: (1196,2.8833746910095215) (260,2.8782191276550293) (1210,2.836617946624756) (480,2.763754367828369) (2571,2.7148032188415527) (589,2.710604190826416) (1270,2.6791980266571045) (608,2.634458541870117)* (1580,2.6235780715942383) (1198,2.6175291538238525) (593,2.6156117916107178) (2028,2.5990524291992188) (110,2.5941128730773926)* (2628,2.5797958374023438) (1097,2.5590014457702637) (2916,2.5369865894317627) (356,2.5290279388427734) (296,2.515606641769409) (1240,2.502720832824707) (1265,2.501838445663452)
85261: (2858,2.950836658477783) (1196,2.92718505859375) (260,2.908595561981201) (1210,2.8342320919036865) (593,2.7080531120300293) (1270,2.700519323348999) (480,2.6972572803497314) (589,2.681753158569336) (1198,2.676720380783081) (2571,2.6704154014587402) (1197,2.656599521636963) (296,2.614685535430908) (2028,2.60605788230896) (1097,2.5998332500457764) (2396,2.5939388275146484) (1617,2.5896098613739014) (110,2.5861072540283203) (1265,2.56709623336792) (318,2.5582611560821533) (1580,2.553060531616211)
83085: (2858,2.627617359161377) (1196,2.591643810272217) (260,2.5717501640319824) (608,2.5061187744140625) (593,2.4191465377807617) (1270,2.383877992630005)* (1198,2.3786258697509766) (2762,2.3591561317443848) (1197,2.351778268814087) (480,2.350341320037842) (589,2.348026752471924) (296,2.337981700897217) (1617,2.334031105041504) (2571,2.3328659534454346) (1097,2.3032829761505127) (527,2.301786422729492) (858,2.297555923461914) (318,2.2972896099090576) (2028,2.296459197998047) (1265,2.282996654510498)
82064: (1196,2.9942688941955566) (260,2.993293285369873) (2858,2.966240406036377) (1210,2.9601199626922607) (480,2.901703119277954)* (2571,2.846284866333008) (589,2.834402084350586)* (1580,2.7571492195129395) (2628,2.7229807376861572) (1197,2.711437702178955) (1198,2.708498001098633) (110,2.704958438873291) (2916,2.6779489517211914)* (1097,2.6501340866088867) (356,2.6267571449279785) (1240,2.6113269329071045) (2716,2.5970358848571777) (296,2.5855255126953125) (1265,2.5835280418395996) (2396,2.5681910514831543)
79963: (1210,2.979762554168701) (2571,2.863595724105835) (1270,2.8057656288146973) (2762,2.7669949531555176) (2628,2.7368710041046143) (1197,2.734574556350708) (1198,2.7303175926208496) (2028,2.725368022918701) (608,2.721665382385254) (593,2.7153167724609375) (2916,2.6937971115112305) (1097,2.6730501651763916) (356,2.6487462520599365) (1240,2.631927490234375) (2716,2.616379499435425) (296,2.6100215911865234) (1265,2.606889247894287) (2396,2.5908262729644775) (1,2.5843565464019775) (527,2.536504030227661)
82482: (1230,1.5159274339675903) (1617,1.5145760774612427) (1252,1.475324273109436)* (593,1.4697519540786743)* (1094,1.4677016735076904) (1196,1.4667298793792725) (318,1.4533469676971436) (527,1.447155475616455) (1294,1.4437291622161865) (1304,1.443347454071045) (1394,1.442495346069336) (260,1.43873929977417) (296,1.4304873943328857)* (2396,1.4177031517028809) (908,1.4038047790527344) (541,1.3977711200714111) (2997,1.3974559307098389) (913,1.3958373069763184) (1221,1.3945152759552002)* (923,1.3919074535369873)
81965: (480,2.669792413711548)* (260,2.652446985244751) (1196,2.6378417015075684) (2571,2.5962610244750977) (2858,2.5756375789642334) (2628,2.5414445400238037) (2916,2.505605697631836) (1270,2.4789979457855225) (2762,2.4369211196899414) (2028,2.4218497276306152) (1197,2.394150495529175) (1198,2.3698155879974365) (2716,2.3637888431549072) (1240,2.3631973266601562) (356,2.34391450881958) (1097,2.339221477508545) (3578,2.3249669075012207) (593,2.324958324432373) (1,2.2935290336608887) (1214,2.2914583683013916)
83075: (480,2.9957005977630615) (260,2.956238269805908) (589,2.882927894592285) (2628,2.8607325553894043) (1580,2.8599843978881836) (2916,2.821424961090088) (1270,2.7665059566497803) (2762,2.71630859375)* (1197,2.6669554710388184) (356,2.6166677474975586) (1097,2.605593204498291) (1,2.5615153312683105) (1214,2.5603837966918945) (780,2.550330638885498) (457,2.5248947143554688) (1200,2.5162291526794434) (1265,2.505495309829712) (608,2.501199245452881) (377,2.4856879711151123) (296,2.4659104347229004)
85287: (480,2.5037355422973633) (260,2.500237226486206) (1210,2.496816635131836) (1196,2.4872384071350098) (2571,2.436755895614624) (2858,2.433330535888672) (589,2.4182276725769043) (1580,2.3869876861572266) (2628,2.3789026737213135) (2916,2.3448734283447266) (1270,2.336364269256592) (2762,2.296694278717041) (110,2.289310932159424) (2028,2.279923915863037) (1197,2.2601120471954346) (1198,2.2370076179504395) (2716,2.2219536304473877) (1240,2.2216439247131348) (356,2.207486629486084) (1097,2.206348419189453)
80741: (1196,2.561218738555908) (260,2.557382345199585) (1210,2.5210683345794678) (2571,2.412564516067505) (589,2.4100608825683594) (1270,2.382300853729248) (2762,2.3488223552703857) (608,2.338261604309082) (1580,2.3325388431549072) (1197,2.3265116214752197) (1198,2.3246653079986572) (2028,2.310464859008789) (2628,2.293017625808716) (1097,2.273576259613037) (2916,2.257974147796631) (356,2.248136520385742) (296,2.2350478172302246) (1240,2.22531795501709) (1265,2.223762035369873) (2396,2.2174172401428223)
81009: (608,1.6251327991485596) (1196,1.6209806203842163) (260,1.6066325902938843) (593,1.5496026277542114)* (1210,1.540350079536438) (1617,1.5211281776428223) (1198,1.5015950202941895) (858,1.4893624782562256) (2396,1.4877395629882812)* (1270,1.4871103763580322) (318,1.4865611791610718) (1197,1.476879596710205) (1265,1.447117805480957) (1097,1.4467252492904663) (2997,1.4452648162841797) (541,1.4347820281982422) (2028,1.4265443086624146) (480,1.422727346420288) (2571,1.418914556503296) (1394,1.4132200479507446)
81174: (1196,2.7136917114257812) (1210,2.6451268196105957) (589,2.5133490562438965) (2571,2.5073180198669434) (593,2.490967273712158) (2762,2.479461669921875) (1198,2.4744935035705566) (1197,2.463320016860962) (2028,2.4289498329162598) (110,2.415553092956543) (1097,2.4101977348327637) (2396,2.3823013305664062) (1265,2.3704237937927246) (356,2.3690667152404785) (1617,2.3603873252868652)* (527,2.3474698066711426) (858,2.339383125305176) (1240,2.3258533477783203) (2916,2.311570167541504) (1,2.3065361976623535)
82290: (2858,2.8748576641082764) (608,2.7338361740112305) (593,2.646970272064209) (480,2.592242479324341) (2762,2.589536666870117) (1197,2.580923080444336)* (296,2.5576915740966797) (1617,2.547137498855591) (2396,2.5367679595947266) (1097,2.5273866653442383)* (527,2.515723705291748) (318,2.510406970977783) (110,2.5017757415771484) (1265,2.501494884490967) (356,2.4677510261535645) (1,2.398564338684082) (50,2.3887557983398438) (1214,2.376042366027832)* (2716,2.37080454826355) (2628,2.370033025741577)
81934: (260,3.0484960079193115) (1196,3.0427043437957764) (1210,3.033392906188965) (480,3.010129928588867)* (2858,2.9967198371887207) (2571,2.9395179748535156) (1580,2.8660125732421875) (1270,2.846512794494629) (2762,2.803769111633301) (2916,2.8007187843322754) (1197,2.763190269470215) (1198,2.7464494705200195) (593,2.7167725563049316) (1097,2.6997694969177246) (356,2.691323757171631) (608,2.6887218952178955) (1240,2.688415050506592) (2716,2.682210922241211) (1,2.6281394958496094) (3578,2.624586343765259)
80359: (2858,2.6594414710998535) (260,2.599381446838379) (608,2.537357807159424) (593,2.4488654136657715) (1270,2.4127602577209473) (1198,2.407158374786377) (2762,2.38810396194458) (1197,2.3811347484588623) (480,2.377654552459717) (589,2.376512289047241) (296,2.367306709289551) (1617,2.364658832550049) (2571,2.3609414100646973) (2396,2.3507161140441895) (527,2.335453510284424) (318,2.327699661254883) (2028,2.3259236812591553) (858,2.3255085945129395) (110,2.30295467376709) (356,2.2754902839660645)
81900: (260,3.1479640007019043) (1196,3.144430160522461) (1210,3.133498191833496)* (2858,3.0932116508483887) (2571,3.0358047485351562) (589,3.0148913860321045) (1580,2.9555907249450684) (2628,2.935725212097168) (1270,2.932140350341797) (2762,2.890932559967041) (110,2.86431884765625) (2028,2.8569114208221436) (1197,2.8464064598083496) (1198,2.831951141357422) (1097,2.7827963829040527) (1240,2.7717628479003906) (356,2.770481586456299) (608,2.7693772315979004) (2716,2.7619683742523193) (1,2.7063326835632324)
83881: (480,3.4264636039733887) (1210,3.393918991088867)* (260,3.3862991333007812)* (1196,3.3631792068481445)* (2571,3.328921318054199)* (2858,3.2740607261657715) (2628,3.2712907791137695) (1580,3.2679476737976074) (1270,3.160085678100586) (1197,3.0468950271606445) (2716,3.022274971008301) (1240,3.020750045776367) (1198,3.013188362121582) (1097,2.9763426780700684) (1214,2.923940658569336) (1,2.9226937294006348) (1127,2.914130687713623) (1200,2.8728764057159424) (608,2.8624138832092285) (1265,2.8615007400512695)
81789: (2858,1.9612624645233154) (608,1.9423177242279053) (1196,1.8941004276275635) (260,1.8709139823913574) (593,1.8250796794891357) (1617,1.8155488967895508) (1210,1.7778278589248657) (296,1.7699775695800781) (858,1.7682242393493652) (318,1.7657151222229004) (527,1.7650737762451172) (1198,1.7595620155334473) (2396,1.754822015762329) (1197,1.717732548713684) (2997,1.7119637727737427) (2762,1.707099199295044) (541,1.702418327331543) (1394,1.698399305343628) (1265,1.694866418838501) (1097,1.6854106187820435)
80809: (1196,2.21547269821167) (260,2.2136130332946777) (2858,2.2090606689453125)* (2571,2.0823910236358643) (1270,2.0623488426208496) (608,2.0357325077056885) (2762,2.034062623977661) (593,2.0197134017944336) (1198,2.0164451599121094) (1197,2.015082836151123)* (2028,2.0005345344543457) (2628,1.9750264883041382) (1097,1.9711471796035767) (356,1.9475774765014648) (2916,1.9438012838363647) (296,1.94327974319458) (1265,1.9304816722869873) (2396,1.929152011871338) (1240,1.9240927696228027) (2716,1.9126192331314087)
84594: (480,2.507589101791382) (260,2.5059752464294434) (1210,2.5026965141296387) (1196,2.4939863681793213) (2571,2.440248489379883) (589,2.4241857528686523) (1580,2.3917016983032227) (2628,2.381143093109131) (2916,2.346360683441162) (1270,2.345217704772949) (2762,2.307340145111084)* (110,2.296647548675537) (2028,2.2902944087982178) (1197,2.2703957557678223) (1198,2.247805118560791) (2716,2.22900390625)* (1240,2.2269937992095947) (356,2.2195262908935547) (1097,2.216376304626465) (593,2.21610951423645)
79902: (260,2.6634600162506104) (1196,2.6558632850646973) (480,2.631861925125122) (2858,2.614253520965576) (2571,2.569772720336914) (589,2.5562219619750977) (1580,2.506570339202881) (2628,2.4876599311828613) (1270,2.487575054168701) (2916,2.449817657470703) (2762,2.4483842849731445) (110,2.428624153137207) (2028,2.4235167503356934) (1197,2.413444757461548) (1198,2.3980777263641357) (593,2.372706890106201) (1097,2.358060836791992) (356,2.3516435623168945) (1240,2.351149559020996) (2716,2.3462772369384766)
80451: (608,2.213942050933838)* (1196,2.157047986984253) (260,2.128300666809082) (1617,2.0691726207733154) (1210,2.0237467288970947) (858,2.013448715209961) (1198,2.00295352935791) (1270,1.9607293605804443) (1197,1.9566673040390015) (2997,1.95200777053833)* (1193,1.9462876319885254) (2762,1.9457616806030273) (541,1.9375966787338257) (1394,1.9354677200317383) (1265,1.9323034286499023) (1097,1.9200407266616821) (50,1.8974577188491821) (1259,1.881687879562378) (912,1.8740346431732178) (589,1.8708027601242065)
83017: (480,2.1519241333007812) (260,2.149405002593994) (1210,2.1460232734680176) (1196,2.138312816619873) (2571,2.094066619873047) (2858,2.093203544616699) (589,2.080045700073242) (1580,2.0517122745513916) (2628,2.04441499710083) (2916,2.0141539573669434) (1270,2.009300708770752) (2762,1.9750580787658691) (110,1.9692702293395996) (2028,1.9612709283828735) (1198,1.9241061210632324) (2716,1.9101661443710327) (1240,1.9092453718185425) (356,1.9004968404769897) (1097,1.8977508544921875) (593,1.8946348428726196)
83428: (1196,2.880183219909668)* (260,2.860565185546875) (1210,2.7945141792297363) (608,2.725715160369873)* (480,2.666311264038086) (593,2.655397891998291) (589,2.647209644317627) (2571,2.6381897926330566) (1198,2.6307172775268555) (2762,2.6286306381225586) (1197,2.6134138107299805)* (296,2.5641050338745117) (1097,2.5585763454437256) (110,2.5509090423583984) (1617,2.534799575805664) (1580,2.5250911712646484) (527,2.518217086791992) (356,2.5072827339172363) (1240,2.452791690826416) (2716,2.425889492034912)
80474: (260,2.4500222206115723) (2571,2.438450813293457) (2628,2.421839714050293) (1580,2.410331964492798) (2916,2.3903369903564453) (1270,2.295321464538574) (2028,2.2501413822174072) (2762,2.249541759490967) (2716,2.2188024520874023) (1197,2.205028533935547)* (780,2.1757352352142334) (356,2.171173095703125) (1097,2.150074005126953) (1214,2.1318273544311523) (1,2.1296818256378174) (593,2.1100964546203613) (457,2.1081714630126953) (377,2.099412679672241) (1573,2.0626096725463867) (1265,2.058881998062134)
83586: (2858,2.502450942993164) (480,2.368852376937866) (1270,2.3230643272399902) (608,2.3204898834228516) (2762,2.2909982204437256) (1198,2.28005051612854) (1197,2.273728609085083) (2028,2.248635768890381) (110,2.240534782409668) (1097,2.224775791168213)* (296,2.2051854133605957) (2628,2.1982839107513428) (356,2.190678119659424) (2396,2.1868436336517334) (1265,2.181567907333374) (1240,2.1600801944732666)* (1617,2.157590389251709) (527,2.1509344577789307) (858,2.1431448459625244) (2716,2.1426830291748047)
80793: (1196,2.2569212913513184) (260,2.225714683532715) (593,2.191471576690674) (858,2.1312854290008545)* (318,2.1301448345184326) (296,2.1271779537200928) (2396,2.1081433296203613) (1210,2.105715274810791) (1198,2.1019177436828613) (1394,2.0582265853881836) (541,2.049670696258545)* (1270,2.0475940704345703) (1197,2.04685115814209) (2762,2.030555486679077) (34,2.006924867630005) (1225,2.006239414215088) (50,2.0026931762695312) (1259,1.9830061197280884) (1307,1.978531837463379) (924,1.9612003564834595)
80326: (480,2.5901718139648438) (589,2.4863805770874023) (2628,2.478541851043701) (1580,2.473454713821411)* (2858,2.4487767219543457) (2916,2.4440526962280273) (1270,2.3781509399414062) (110,2.3445048332214355) (2762,2.334397792816162) (2028,2.328287363052368) (1197,2.2905473709106445) (2716,2.2857182025909424) (1240,2.279393196105957) (1198,2.258833646774292)* (3578,2.2577085494995117) (356,2.250349998474121)* (1127,2.208951473236084) (593,2.2070610523223877) (1214,2.203325033187866) (457,2.175912857055664)*
80031: (480,2.888108491897583) (1210,2.872673511505127) (260,2.869039535522461) (1196,2.852095603942871) (2571,2.8109219074249268) (589,2.783811569213867) (1580,2.754892587661743) (2628,2.7536253929138184) (2916,2.7126245498657227) (1270,2.6780953407287598) (2762,2.635730743408203) (110,2.6328444480895996) (2028,2.6171438694000244) (1197,2.587247848510742) (1198,2.561525344848633) (2716,2.5543856620788574) (1240,2.554060220718384) (356,2.5324177742004395) (1097,2.5277047157287598) (1,2.47689151763916)
83625: (480,2.331157684326172) (1210,2.2817859649658203) (260,2.2641756534576416) (2571,2.255866527557373)* (1196,2.242098331451416) (2628,2.2401139736175537) (1580,2.2284159660339355) (2916,2.210014820098877) (2858,2.166076183319092) (1270,2.119438648223877) (2762,2.076150417327881) (2716,2.049039363861084) (1240,2.041314125061035) (1197,2.034045934677124) (3578,2.0277512073516846) (780,2.009915590286255) (356,2.0030517578125) (1127,1.9884552955627441) (1097,1.98516845703125) (1214,1.9685680866241455)
82877: (480,2.0571956634521484) (1210,2.029181957244873)* (260,2.018462896347046) (1196,2.0024750232696533) (2571,1.9947021007537842) (589,1.9768624305725098) (2628,1.9686988592147827) (1580,1.9668912887573242) (2858,1.946883201599121) (2916,1.9431986808776855) (1270,1.8922380208969116) (110,1.8636178970336914) (2762,1.8560409545898438) (2028,1.8518083095550537) (1197,1.8215266466140747)* (2716,1.8198153972625732) (1240,1.8121798038482666) (3578,1.796750783920288) (1198,1.7957491874694824) (356,1.789798378944397)
82321: (1196,3.4954335689544678) (480,3.36551833152771) (589,3.298414707183838)* (608,3.179685115814209)* (2028,3.1574180126190186) (2628,3.145962715148926) (2916,3.0968925952911377) (1265,3.0338668823242188) (1,2.995335578918457) (1617,2.9529223442077637) (318,2.9436261653900146)* (858,2.9422643184661865) (1200,2.8863987922668457) (2987,2.8613877296447754) (1127,2.84367036819458) (1259,2.843484401702881)* (541,2.838296890258789) (50,2.8257665634155273) (377,2.763430118560791) (780,2.7520458698272705)
