userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
81303: (480,2.7587850093841553) (2571,2.704293727874756) (260,2.6914567947387695) (589,2.681854248046875) (1196,2.6773288249969482) (2858,2.655289888381958) (2916,2.645723342895508) (1580,2.6338887214660645) (1270,2.5539801120758057) (2762,2.5181007385253906) (1197,2.4813919067382812) (2716,2.4765515327453613) (3578,2.451266050338745) (593,2.4204559326171875) (1265,2.4096245765686035) (1240,2.4058146476745605) (1097,2.383277416229248) (457,2.3805959224700928) (377,2.353505849838257) (2396,2.3477606773376465)
83347: (1196,2.6621761322021484) (260,2.646348476409912) (2858,2.6462478637695312) (1210,2.5631957054138184) (1197,2.4455835819244385) (593,2.4441025257110596) (2028,2.442457914352417) (110,2.427056312561035) (2762,2.420193910598755) (608,2.4123620986938477) (1198,2.4112117290496826) (2628,2.4006338119506836) (1097,2.3665151596069336) (1265,2.3638744354248047) (2396,2.3582215309143066) (1240,2.3299028873443604) (356,2.328625202178955) (296,2.3274857997894287) (1,2.298842668533325) (527,2.268916606903076)
84343: (1196,2.5771522521972656) (2858,2.575091600418091) (260,2.544872760772705) (1270,2.4008190631866455) (589,2.3907716274261475) (593,2.386702537536621) (480,2.382267951965332) (2571,2.3665311336517334) (1197,2.352355480194092) (1198,2.345876693725586) (2028,2.3233726024627686) (2762,2.3024864196777344) (2396,2.2992711067199707) (110,2.296915292739868) (1097,2.286738395690918) (1265,2.2729690074920654) (527,2.239976167678833) (1580,2.238842487335205) (1240,2.2202930450439453) (318,2.2199270725250244)
80299: (1196,2.402334213256836) (260,2.3398549556732178) (1617,2.229532241821289) (1198,2.21230411529541) (858,2.2026748657226562) (1270,2.196648597717285) (1210,2.1910641193389893) (2396,2.1731717586517334)* (527,2.1722307205200195) (1197,2.165410280227661) (541,2.1619396209716797) (1097,2.1247024536132812) (1394,2.0940637588500977) (1193,2.0887062549591064) (924,2.0807876586914062) (589,2.079378604888916) (1221,2.067115545272827) (2028,2.059720039367676)* (912,2.059514045715332) (1136,2.0539698600769043)
81610: (260,3.1057534217834473)* (589,2.9897477626800537) (1270,2.9394805431365967) (2028,2.8780927658081055) (1197,2.869917154312134) (2762,2.84891414642334)* (2916,2.839526414871216)* (2628,2.839317798614502)* (1265,2.7779359817504883) (1097,2.776777982711792)* (356,2.74434232711792)* (1240,2.738464832305908) (296,2.7315468788146973) (457,2.656210422515869)* (1214,2.649858236312866)* (318,2.6431140899658203) (858,2.593921661376953) (780,2.538564682006836) (541,2.5271408557891846) (1291,2.5160083770751953)
80719: (2916,2.6728177070617676) (2628,2.6664211750030518)* (589,2.6563572883605957)* (260,2.6243839263916016) (1210,2.6105151176452637)* (1196,2.5969276428222656) (110,2.516954183578491) (2028,2.504700183868408)* (1270,2.4913384914398193) (2716,2.456793785095215) (1197,2.4128434658050537) (356,2.4044852256774902) (377,2.3758678436279297) (1,2.364858388900757) (1573,2.359589099884033) (1240,2.3581364154815674) (457,2.3549227714538574) (1265,2.3445210456848145) (380,2.3418896198272705) (1127,2.340245485305786)
82787: (1196,2.760580062866211) (2858,2.7504491806030273) (260,2.7429025173187256) (480,2.6566314697265625) (589,2.634664297103882) (2571,2.6259818077087402) (1270,2.591397762298584) (593,2.5328500270843506)* (1197,2.531778335571289) (110,2.52046799659729) (1198,2.498300552368164) (2628,2.495807647705078) (2916,2.4945716857910156) (1265,2.4522008895874023) (1097,2.45174241065979) (2396,2.447000503540039) (2716,2.4206411838531494) (356,2.4170193672180176) (1240,2.4141428470611572) (296,2.4136269092559814)
80932: (260,3.6598501205444336) (1210,3.508340358734131) (1270,3.4501333236694336)* (589,3.430462598800659) (480,3.4171361923217773) (2571,3.3935346603393555) (1197,3.378790855407715) (2028,3.3350448608398438) (2762,3.3051605224609375) (2396,3.304373025894165)* (110,3.2949657440185547)* (1097,3.284412384033203) (527,3.2226667404174805) (318,3.191408634185791)* (1240,3.187615156173706) (858,3.1771225929260254) (2628,3.165684223175049) (2916,3.16115665435791)* (2997,3.1438233852386475) (1214,3.1254172325134277)
84471: (260,2.3058021068573) (593,2.2542238235473633) (858,2.2099151611328125) (527,2.1625585556030273)* (1270,2.1609129905700684)* (1210,2.1458306312561035)* (1197,2.1337361335754395)* (318,2.1312270164489746) (296,2.1267385482788086)* (1193,2.121516227722168) (912,2.116814374923706)* (1394,2.1138291358947754) (1097,2.096444606781006)* (924,2.0934386253356934) (1221,2.092118263244629) (1304,2.0872626304626465) (1230,2.074855327606201) (1294,2.074643611907959) (1136,2.0678765773773193) (1265,2.0456347465515137)*
81313: (2858,2.2904038429260254) (1196,2.2835841178894043) (593,2.1481826305389404) (1210,2.1000277996063232) (1198,2.0980026721954346) (1270,2.096379280090332) (1197,2.063783645629883) (2396,2.0578761100769043) (527,2.0457842350006104) (541,2.0234787464141846) (1097,2.0216410160064697) (318,2.020820379257202) (589,2.0075058937072754) (1265,1.9844564199447632) (2028,1.9787108898162842) (2997,1.9705820083618164) (2762,1.9687491655349731) (2571,1.9575474262237549) (480,1.954878330230713) (924,1.9442241191864014)
79430: (480,2.745814323425293) (2571,2.690248489379883) (589,2.6709039211273193) (1210,2.6460845470428467) (2858,2.6440017223358154)* (2916,2.6338183879852295) (1580,2.6225991249084473) (1270,2.5463125705718994)* (110,2.540416717529297) (2028,2.5386197566986084) (1197,2.474344491958618) (356,2.433197498321533) (593,2.4144468307495117) (1265,2.4034719467163086) (1240,2.398571729660034) (780,2.396794319152832) (1198,2.3949968814849854) (1,2.3936686515808105) (1097,2.377027988433838)* (457,2.3741517066955566)
83596: (480,2.4232876300811768) (2571,2.3665008544921875) (2916,2.336700439453125) (260,2.3340249061584473) (2628,2.330832004547119) (1580,2.318899631500244) (1196,2.3157806396484375) (2858,2.289081573486328) (110,2.2237653732299805) (2028,2.2174172401428223) (1270,2.2164621353149414) (2716,2.1675772666931152) (3578,2.1527047157287598) (1197,2.15073561668396) (780,2.1372592449188232) (356,2.1284968852996826) (1,2.094444990158081) (1265,2.087909460067749) (1198,2.069234848022461) (1097,2.060253620147705)
84731: (1196,2.47922945022583) (260,2.429044246673584) (608,2.4030327796936035) (593,2.328766345977783) (1210,2.294156789779663) (1270,2.2842884063720703) (1198,2.276054859161377) (1617,2.2497215270996094) (858,2.2223758697509766) (527,2.2126612663269043) (296,2.2069344520568848) (589,2.204454183578491) (1097,2.19694185256958) (318,2.1848645210266113) (541,2.1770424842834473) (2028,2.167963981628418) (1265,2.162968635559082) (480,2.1549673080444336) (2571,2.1549267768859863) (2762,2.151883602142334)
79732: (1196,3.115093231201172)* (2858,3.1061830520629883) (1210,2.9985337257385254) (589,2.9710206985473633) (2028,2.8657898902893066)* (110,2.8448967933654785) (2762,2.835254192352295)* (608,2.8305296897888184) (1580,2.8291306495666504)* (1198,2.825993061065674)* (2628,2.8108272552490234) (2916,2.809288740158081) (356,2.728775978088379) (527,2.66359281539917) (318,2.646254301071167) (2997,2.6223514080047607) (858,2.6021041870117188) (541,2.534546375274658)* (1610,2.509310007095337) (34,2.505002498626709)
81907: (2858,2.5513553619384766) (1196,2.549555778503418) (260,2.508906841278076) (608,2.4098172187805176) (1210,2.3940558433532715) (1270,2.3638830184936523) (1198,2.328317165374756) (589,2.3281784057617188) (1197,2.319766044616699) (480,2.305305004119873) (2571,2.295682668685913) (2396,2.2830355167388916) (2028,2.272660732269287) (1097,2.2609639167785645) (2762,2.2547104358673096) (1617,2.247985363006592) (1265,2.2400145530700684) (858,2.2201828956604004) (1240,2.1776583194732666) (2997,2.175464153289795)
82817: (1196,3.3243069648742676) (260,3.31600284576416) (2858,3.3097949028015137)* (480,3.2692995071411133) (1210,3.230400562286377) (2571,3.223623752593994) (589,3.22257137298584) (2028,3.092489242553711) (2628,3.0915637016296387)* (2916,3.089345932006836) (110,3.0766828060150146) (1198,3.0022640228271484) (2716,2.9647111892700195) (1097,2.956254482269287) (356,2.9501092433929443) (1240,2.9331588745117188) (296,2.8982796669006348) (3578,2.8882806301116943) (457,2.858647584915161) (527,2.8089165687561035)
83921: (2858,2.5911717414855957) (1196,2.5828678607940674) (260,2.530635356903076) (593,2.420910358428955) (1210,2.394835948944092) (1270,2.381148338317871) (1198,2.369990587234497) (1197,2.341958999633789) (2396,2.325596332550049) (589,2.3091702461242676) (858,2.3003807067871094) (1097,2.2891836166381836) (318,2.2714812755584717) (2028,2.2689783573150635) (480,2.2621991634368896) (541,2.2535128593444824) (2762,2.251594066619873)* (110,2.230419158935547) (2997,2.224668502807617) (1240,2.1814255714416504)
81748: (260,3.059447765350342) (1210,2.946685314178467)* (1270,2.887091636657715) (593,2.850698947906494) (608,2.843651294708252) (1197,2.8246378898620605) (2028,2.808610439300537)* (2762,2.7823944091796875) (110,2.7822747230529785)* (1097,2.7419886589050293) (1580,2.7365994453430176) (1265,2.7328803539276123) (296,2.714240550994873) (2628,2.70989990234375) (2916,2.706648349761963) (1240,2.6777267456054688) (356,2.6701273918151855) (527,2.664212465286255) (1617,2.6466097831726074) (318,2.642210006713867)
82055: (480,2.0083117485046387) (2571,1.9553771018981934) (2916,1.946600079536438) (2628,1.9406249523162842) (589,1.9282323122024536) (1580,1.9254918098449707) (260,1.9019556045532227) (1210,1.896262526512146) (1196,1.8817323446273804) (2858,1.8563385009765625) (110,1.8272895812988281) (2028,1.8172259330749512) (1270,1.8077250719070435) (2762,1.7993769645690918) (780,1.7896828651428223) (2716,1.785733699798584) (3578,1.7853574752807617) (356,1.7461683750152588) (377,1.7356467247009277) (1573,1.7307989597320557)
83702: (2858,3.433856964111328) (1210,3.3133063316345215) (480,3.29636812210083) (593,3.1663897037506104) (1197,3.1581549644470215) (2028,3.1578760147094727) (608,3.134204387664795) (110,3.133176326751709) (2762,3.126768112182617) (1198,3.1212451457977295) (1580,3.112058162689209) (2916,3.087650775909424) (1265,3.0579729080200195) (2396,3.056100368499756) (296,3.0154929161071777) (2716,3.007290840148926) (356,3.006039619445801) (1,2.9645726680755615) (527,2.94805645942688) (318,2.9260754585266113)
82961: (1196,3.1350369453430176) (2571,3.1190898418426514)* (589,3.1042869091033936) (1580,3.0274906158447266)* (2028,2.9591805934906006) (2762,2.9259867668151855) (593,2.8471155166625977) (356,2.831399440765381) (1198,2.818293571472168) (3578,2.817883253097534) (1265,2.812592029571533) (1240,2.7989256381988525)* (1097,2.7900032997131348) (1,2.7864415645599365)* (457,2.7559924125671387) (780,2.745413303375244) (608,2.732513666152954) (296,2.71622633934021) (1127,2.703477382659912) (1610,2.668668031692505)
84221: (2858,1.629188060760498) (1196,1.6201386451721191) (260,1.5685021877288818) (593,1.5395405292510986) (858,1.5205583572387695)* (541,1.495680570602417) (1198,1.4955347776412964) (527,1.484086036682129) (912,1.4816217422485352) (1193,1.472083568572998) (2396,1.468865990638733) (1230,1.4685560464859009) (1270,1.467537760734558) (1294,1.461500644683838) (318,1.4598767757415771) (1394,1.459517240524292) (1304,1.4558887481689453) (1210,1.455045461654663)* (1197,1.4507830142974854) (924,1.4453437328338623)
82120: (260,2.6891400814056396) (593,2.600900173187256) (1198,2.53770112991333) (1270,2.5227408409118652) (1210,2.5214028358459473) (1197,2.486288547515869) (541,2.474442720413208) (296,2.458436965942383) (1097,2.4363021850585938) (1394,2.3928892612457275) (589,2.391118049621582) (1265,2.3880505561828613) (2997,2.385061264038086)* (924,2.3788185119628906) (2028,2.365544319152832) (1221,2.3578507900238037) (2762,2.3558497428894043) (1136,2.3470418453216553)* (1259,2.3418240547180176)* (34,2.3288397789001465)
80270: (1196,2.3476994037628174) (260,2.325056552886963) (1210,2.2409870624542236) (480,2.2102086544036865) (589,2.2043368816375732) (2571,2.1885581016540527) (593,2.1660900115966797) (608,2.1586334705352783) (1197,2.1497058868408203) (2028,2.1323561668395996) (1198,2.1319406032562256) (2762,2.1163291931152344) (110,2.115311861038208) (1097,2.085350275039673) (1580,2.081770181655884) (296,2.0607614517211914) (2916,2.0605876445770264) (1240,2.037515640258789) (356,2.029601573944092) (2716,2.0247788429260254)
79708: (1196,2.402528762817383) (260,2.36842679977417) (1210,2.263754367828369) (608,2.2588772773742676) (593,2.233745574951172) (1270,2.231234073638916) (589,2.21047306060791) (1198,2.1913912296295166) (1197,2.188430070877075) (2571,2.183577060699463) (2028,2.1539745330810547) (2396,2.1505820751190186) (2762,2.1363415718078613) (1097,2.1311557292938232) (110,2.1277387142181396) (296,2.1245622634887695) (1265,2.11525297164917) (1617,2.106001377105713) (527,2.10306715965271) (318,2.081322193145752)
80564: (1196,3.2061920166015625) (1210,3.026279926300049) (608,3.0049631595611572) (1270,2.980647563934326) (593,2.9766271114349365) (589,2.95609188079834) (1197,2.9203386306762695)* (2028,2.878650665283203) (2396,2.8665578365325928) (2762,2.852004051208496) (1097,2.8434953689575195) (296,2.830361843109131) (1265,2.822359561920166) (1617,2.8022217750549316) (527,2.8001651763916016) (318,2.772052049636841) (1240,2.750997543334961)* (356,2.7294106483459473) (2628,2.7148959636688232) (2916,2.7099146842956543)
84262: (2858,3.334010124206543) (480,3.263878583908081)* (589,3.2243406772613525)* (2571,3.220048189163208)* (1270,3.156578779220581) (2028,3.099297523498535)* (110,3.0821375846862793)* (608,3.007371664047241)* (1265,2.982715368270874) (2716,2.9671313762664795) (2396,2.9646763801574707) (356,2.955765724182129) (1240,2.9453811645507812) (1,2.9125568866729736)* (3578,2.878589630126953) (457,2.861884117126465)* (527,2.839995861053467) (1214,2.839524269104004) (318,2.8245773315429688)* (1617,2.794581890106201)*
80636: (2858,3.141012191772461) (593,2.9248337745666504) (589,2.8307673931121826) (2396,2.8086750507354736) (1617,2.7930970191955566) (2571,2.7820653915405273) (527,2.769303798675537) (2762,2.751164674758911) (1265,2.745331287384033) (110,2.7283201217651367) (541,2.6990537643432617) (2997,2.681858539581299) (1240,2.6610965728759766) (1214,2.640463352203369) (50,2.6198551654815674) (1259,2.611572265625) (1580,2.603342294692993) (1,2.5939347743988037) (34,2.591435670852661) (2716,2.5880887508392334)
83885: (2858,1.9403387308120728) (608,1.9342676401138306) (1196,1.9315268993377686) (260,1.8758175373077393) (593,1.8301348686218262)* (1617,1.8124909400939941) (858,1.7926104068756104) (1198,1.7811954021453857) (541,1.7620842456817627) (1270,1.757707953453064) (527,1.7564058303833008)* (1210,1.7482750415802002) (2396,1.7482337951660156) (1197,1.7354440689086914) (318,1.7307981252670288) (1193,1.71844482421875) (1394,1.7125412225723267) (912,1.7123427391052246) (1221,1.6955883502960205) (1304,1.6889853477478027)
82176: (1230,1.0165671110153198) (1252,0.9991226196289062)* (1294,0.99808669090271) (1247,0.9662073850631714) (904,0.9595094919204712) (912,0.9503276348114014) (923,0.9411806464195251) (1244,0.9408828616142273) (608,0.9285149574279785) (1304,0.9163846373558044) (1267,0.9158090353012085) (969,0.9103041291236877) (903,0.9099592566490173) (1207,0.9052700996398926) (1276,0.9049100875854492) (910,0.9045662879943848) (111,0.9023758769035339)* (1225,0.8999010324478149) (1234,0.8959452509880066) (3504,0.8935174345970154)
80100: (2916,2.2621583938598633)* (2571,2.235246419906616)* (589,2.189840793609619)* (1210,2.1307897567749023) (260,2.114713191986084) (1196,2.0758681297302246) (380,2.074328899383545) (110,2.0664267539978027) (3578,2.056425094604492) (2699,2.0443739891052246)* (2028,2.0429446697235107) (2858,2.035937786102295) (316,1.987610101699829) (648,1.9712674617767334) (2710,1.9686702489852905)* (1127,1.9577490091323853) (1197,1.9444446563720703) (1610,1.9431833028793335) (1,1.9412057399749756)* (1527,1.9312739372253418)
83394: (260,3.0246834754943848) (1196,3.016407012939453) (2858,2.992828845977783) (2628,2.918790340423584)* (1270,2.8672971725463867) (2028,2.847064733505249) (2762,2.8164167404174805) (1197,2.7890405654907227) (2716,2.7555861473083496) (593,2.736260175704956) (356,2.724595308303833) (1198,2.7106499671936035) (1265,2.705843210220337) (1240,2.6941559314727783) (1,2.6816558837890625) (457,2.6522419452667236) (2396,2.6515276432037354) (780,2.641531467437744) (608,2.6271848678588867) (1127,2.6036925315856934)
80098: (1196,2.4273693561553955) (2858,2.424051284790039) (260,2.402637481689453) (1270,2.2679829597473145) (608,2.2508363723754883) (593,2.2482078075408936) (2571,2.245914936065674) (1197,2.2205276489257812) (2028,2.198847770690918) (2762,2.1794509887695312) (2396,2.1663010120391846) (1097,2.1572072505950928) (1265,2.1480183601379395) (296,2.1378493309020996) (1580,2.1310980319976807) (2628,2.1070125102996826) (527,2.1054906845092773) (2916,2.104844570159912) (1240,2.099827289581299) (1617,2.0968379974365234)
85137: (480,2.715794086456299) (2571,2.7055091857910156) (2396,2.694549083709717)* (1097,2.6666769981384277) (1617,2.6569738388061523)* (318,2.6153171062469482) (2997,2.5705175399780273) (541,2.5645089149475098) (1580,2.5423755645751953) (356,2.540905237197876) (1214,2.535639762878418) (2628,2.500175714492798)* (1259,2.496727466583252)* (2916,2.494788408279419) (34,2.4758241176605225)* (924,2.4532346725463867) (1394,2.447359561920166) (457,2.435453414916992) (1136,2.4181971549987793) (1200,2.402989387512207)
83983: (480,2.4193003177642822) (260,2.41243839263916) (1196,2.411208152770996) (2858,2.3968145847320557) (2571,2.3793938159942627) (589,2.370579957962036) (1210,2.363109588623047) (2916,2.301455497741699) (1580,2.300489902496338) (2628,2.3002114295959473) (1270,2.2857141494750977) (2028,2.266084909439087) (110,2.259049415588379) (2762,2.2394800186157227) (1197,2.225565195083618) (593,2.193528652191162) (2716,2.1837494373321533) (1198,2.1712026596069336) (356,2.164424419403076) (1265,2.159912586212158)
84194: (2858,2.917908191680908) (1196,2.9085679054260254) (593,2.733229875564575)* (1270,2.6702075004577637) (1617,2.651038646697998)* (2396,2.6180431842803955)* (527,2.6011159420013428)* (1097,2.571028709411621) (541,2.567455768585205)* (589,2.563107967376709) (1265,2.527949810028076) (2028,2.525042772293091) (2571,2.500330924987793) (480,2.4970312118530273) (110,2.479203701019287) (1394,2.474236011505127)* (924,2.4643778800964355) (1259,2.4498560428619385) (1193,2.447962760925293)* (1240,2.434224843978882)
80937: (2858,2.369415760040283) (608,2.3428969383239746) (260,2.296069622039795) (593,2.22892427444458) (1617,2.1923043727874756) (858,2.1667137145996094) (1270,2.1524829864501953) (1210,2.1473989486694336) (527,2.133272647857666) (2396,2.1301698684692383) (541,2.1298413276672363) (1197,2.122514247894287) (296,2.105942964553833) (318,2.103731155395508) (1097,2.0832693576812744) (1394,2.0647730827331543) (924,2.049771785736084) (2997,2.0434300899505615) (912,2.0377464294433594) (1265,2.037581205368042)
82279: (1196,2.911667823791504) (260,2.902129650115967) (2858,2.8966736793518066) (480,2.859241485595703) (1210,2.827495813369751) (2571,2.819091558456421)* (1270,2.7475385665893555) (1580,2.710934638977051) (2028,2.7056031227111816) (2916,2.7026896476745605) (2628,2.7013306617736816) (110,2.691650390625) (1197,2.678889513015747) (2762,2.676300525665283) (593,2.66135835647583) (1198,2.62945556640625) (2716,2.594390869140625) (1097,2.58819842338562) (356,2.5812220573425293) (2396,2.5735132694244385)
79725: (1196,2.757223129272461) (260,2.7129878997802734) (608,2.613461494445801) (1270,2.5541534423828125) (1198,2.517383337020874) (1197,2.506805419921875) (480,2.480438232421875) (2396,2.4680185317993164) (1097,2.444474220275879) (296,2.438765048980713) (2762,2.4325108528137207)* (1265,2.420055389404297) (110,2.417221784591675) (858,2.4073097705841064) (318,2.397904396057129) (541,2.3556406497955322) (2997,2.3539061546325684) (1240,2.350889205932617) (1214,2.3253233432769775) (356,2.3226499557495117)
84134: (1196,1.8479667901992798) (608,1.813234806060791) (260,1.8040087223052979) (593,1.7433035373687744) (1198,1.6996920108795166) (1617,1.6974016427993774) (1210,1.696374535560608) (1270,1.6945770978927612) (858,1.675045132637024) (2396,1.6718534231185913) (1197,1.669837236404419) (527,1.6614936590194702) (296,1.6519906520843506) (541,1.6416521072387695) (318,1.6402705907821655) (1097,1.6359138488769531) (589,1.6224339008331299) (1265,1.6067979335784912) (2028,1.6023218631744385) (2997,1.6014957427978516)
81187: (2858,2.373074531555176) (1196,2.3721718788146973) (608,2.2593421936035156) (1210,2.2176740169525146) (593,2.2121353149414062) (1270,2.1951472759246826) (1198,2.168978691101074) (1197,2.1552367210388184) (589,2.1452386379241943) (2396,2.1260030269622803) (480,2.1178441047668457) (2571,2.1104207038879395) (1617,2.110038995742798) (1097,2.1038501262664795) (296,2.100952386856079) (527,2.0933218002319336) (858,2.0858352184295654) (2762,2.0852622985839844) (1265,2.0781655311584473) (318,2.0688529014587402)
79480: (1196,2.873775005340576) (260,2.867979049682617) (1210,2.794353485107422) (2571,2.791274070739746) (1580,2.685940980911255) (2628,2.676730155944824) (2916,2.6756675243377686) (110,2.665900468826294) (1197,2.650557041168213) (593,2.6339821815490723)* (1198,2.5996294021606445) (1265,2.5711560249328613) (608,2.569962501525879) (1097,2.561861753463745)* (1240,2.5415101051330566) (1,2.5179443359375) (3578,2.5066018104553223) (1214,2.4415769577026367) (1127,2.4139339923858643) (780,2.4024834632873535)
85253: (2858,3.477309226989746) (260,3.436826467514038)* (589,3.2190003395080566)* (2571,3.1815507411956787) (1197,3.1747779846191406)* (296,3.0687148571014404) (1265,3.0675225257873535)* (527,3.032546043395996) (1580,3.006709575653076) (1240,2.994945764541626) (858,2.993204355239868) (356,2.9711837768554688) (2628,2.9673118591308594) (2916,2.962559700012207) (2997,2.9564802646636963)* (2716,2.951390266418457) (1214,2.9395976066589355) (1,2.934494972229004) (541,2.9246978759765625) (50,2.88970685005188)*
81178: (480,2.799300193786621) (589,2.7079505920410156) (260,2.699362277984619) (2916,2.6968531608581543) (2628,2.691824197769165) (1580,2.6781165599823) (1196,2.6777915954589844) (1210,2.6731066703796387) (2858,2.650961399078369)* (1270,2.562580108642578) (780,2.4623055458068848) (356,2.4595353603363037) (1,2.4187357425689697) (1240,2.417574644088745) (1265,2.413552761077881) (457,2.4042725563049316) (377,2.3994977474212646) (1198,2.394862651824951) (1097,2.3825366497039795) (1573,2.3666791915893555)
81590: (1196,2.566934108734131) (260,2.499664783477783) (1198,2.362133026123047) (858,2.3482744693756104) (1270,2.3453850746154785) (1210,2.341599702835083) (1197,2.3123717308044434) (296,2.2868528366088867) (2997,2.220372200012207) (1265,2.2194714546203613) (924,2.2192258834838867)* (1221,2.2004358768463135) (2028,2.1951615810394287) (912,2.1940789222717285)* (2762,2.1866888999938965) (1259,2.1811060905456543) (1304,2.1726417541503906) (34,2.170139789581299) (50,2.169376850128174) (2571,2.1528401374816895)
84982: (2858,1.866722583770752) (1196,1.860816240310669) (608,1.836934208869934) (260,1.8126704692840576) (593,1.7551223039627075) (1617,1.7195378541946411) (1198,1.7110594511032104)* (1270,1.7018725872039795) (858,1.701159954071045) (1210,1.7001675367355347) (2396,1.6784316301345825) (1197,1.6774455308914185) (527,1.6744766235351562) (541,1.6691501140594482) (296,1.6586601734161377) (318,1.6529128551483154) (1097,1.6444817781448364) (1394,1.6147441864013672) (589,1.6121044158935547) (1193,1.609498381614685)
81301: (260,2.4500584602355957)* (593,2.351832389831543)* (1210,2.313270330429077) (1270,2.304658889770508) (1198,2.2995524406433105) (858,2.24416184425354) (527,2.2367920875549316) (589,2.2258143424987793) (541,2.199065923690796) (2028,2.1897408962249756) (1265,2.1851189136505127) (480,2.1742000579833984)* (110,2.151745319366455) (1394,2.1171178817749023) (1214,2.109247922897339) (1240,2.108064889907837) (1193,2.088829278945923) (1136,2.0834145545959473)* (1221,2.075601100921631) (2716,2.031619071960449)
82340: (1196,2.2896251678466797) (260,2.284489154815674) (2858,2.2755160331726074) (480,2.2471728324890137) (1210,2.2248620986938477) (589,2.217802047729492) (1270,2.162332534790039) (1580,2.13392972946167)* (2028,2.127169132232666) (2916,2.1266350746154785) (2628,2.12477445602417) (2762,2.104645252227783) (608,2.044013023376465) (1265,2.0432448387145996) (1097,2.036710500717163)* (356,2.030697822570801) (2396,2.0234344005584717) (1,2.0015695095062256) (3578,1.9865946769714355) (457,1.9696576595306396)
83088: (1196,3.650994300842285) (1210,3.5157065391540527)* (589,3.4819793701171875)* (2571,3.4713518619537354)* (2028,3.3553500175476074) (2762,3.3228631019592285)* (608,3.308713436126709) (2628,3.2968478202819824)* (2396,3.237035036087036) (2716,3.1974334716796875) (527,3.1183419227600098) (318,3.093687057495117)* (3578,3.0896918773651123) (1214,3.086029052734375) (1617,3.074894905090332) (2997,3.065013885498047) (858,3.034297466278076) (50,2.9958925247192383)* (1200,2.9710710048675537) (1259,2.959935188293457)*
84426: (2858,2.724428653717041)* (1196,2.7232775688171387)* (260,2.6866202354431152) (1210,2.5693118572235107) (608,2.5581612586975098) (1270,2.5328128337860107) (589,2.507981538772583) (480,2.490144968032837) (1198,2.485316753387451) (1197,2.4830620288848877) (2571,2.4765114784240723) (2028,2.4419338703155518) (2396,2.438199758529663) (110,2.41343355178833) (296,2.407644271850586) (1265,2.3975443840026855) (527,2.3806655406951904) (318,2.3576266765594482) (1240,2.3368935585021973) (1580,2.335556983947754)
80154: (2916,1.5218448638916016) (2628,1.514357089996338) (2571,1.5092189311981201) (1580,1.4972167015075684) (589,1.4810280799865723) (1210,1.4452522993087769) (260,1.4389357566833496) (1196,1.416130542755127) (780,1.4075769186019897) (110,1.3999214172363281) (3578,1.3866565227508545) (2028,1.3859933614730835) (380,1.3854396343231201) (2762,1.373089075088501) (733,1.370103359222412) (1573,1.3696985244750977) (2699,1.3650860786437988) (377,1.3565998077392578) (356,1.3353880643844604) (316,1.3240551948547363)
84758: (1196,1.4878404140472412) (260,1.4821109771728516) (2858,1.4764981269836426) (480,1.436699628829956) (589,1.421531081199646) (2571,1.4138755798339844) (1270,1.402986764907837) (1197,1.369154453277588) (2028,1.3674489259719849) (593,1.3658369779586792) (110,1.360390543937683) (1580,1.359837532043457) (2916,1.3529601097106934) (2628,1.3497464656829834)* (1198,1.3468198776245117) (608,1.341670274734497) (1265,1.3221782445907593) (1097,1.3219484090805054) (2396,1.3138834238052368) (2716,1.3101376295089722)
81329: (1196,1.678808569908142) (589,1.6673846244812012)* (2858,1.6619188785552979)* (1210,1.6574242115020752) (2916,1.6383825540542603) (1580,1.6323583126068115) (1270,1.5975403785705566) (2762,1.5714354515075684)* (1197,1.554687261581421) (2716,1.5390506982803345) (593,1.5202202796936035) (1265,1.5077686309814453) (1198,1.5064479112625122) (1240,1.502428650856018) (1,1.4976465702056885) (1097,1.4929006099700928) (780,1.488175630569458) (2396,1.4713022708892822) (377,1.4585204124450684) (1610,1.440918207168579)
81582: (480,2.0574684143066406) (2916,2.0208122730255127) (2628,2.0097429752349854) (2571,1.9936392307281494) (589,1.9532413482666016) (1210,1.8990453481674194) (260,1.883713960647583) (780,1.8732924461364746) (1196,1.8491852283477783) (3578,1.8363142013549805) (733,1.8306536674499512) (2699,1.8288757801055908) (1573,1.8256406784057617) (2028,1.8220996856689453) (2716,1.8146610260009766) (2858,1.8134005069732666)* (2762,1.8050724267959595) (377,1.80121648311615) (1270,1.795275092124939) (316,1.780041217803955)
81710: (1196,2.5675837993621826) (2858,2.555805206298828)* (260,2.552713394165039) (1210,2.475717544555664) (2571,2.4443957805633545) (1270,2.414233922958374) (2028,2.362027168273926) (1197,2.3576102256774902) (2762,2.3398618698120117) (2916,2.325500249862671) (2628,2.3253276348114014)* (1198,2.325263023376465) (608,2.3228349685668945) (1097,2.2826733589172363) (1265,2.2825372219085693) (2396,2.275442600250244) (2716,2.2560131549835205) (356,2.2515528202056885) (296,2.2449166774749756) (1,2.2201037406921387)
